ticket_id|alarm|started_ts|ended_ts|solved_by|src_system|site_visit|priority
T_0029055|50034448|2018-11-16 23:14:16|17/11/2018 00:03:59|team90|OP1|0|2
T_0029056|50033322|2018-12-15 17:49:03|15-12-2018 18.25.50|team34|OP2|0|3
T_0029057|50021946|2018-12-07 08:30:08|07/12/2018 09:07:16|team30|OP1|0|2
T_0029058|50046717|2018-01-14 10:18:02|14-01-2018 11.09.38|team68|OP2|1|3
T_0029059|50027021|2018-06-02 13:59:07|02/06/2018 14:32:26|team68|OP1|0|3
T_0029060|50011819|2018-06-18 05:53:46|18-06-2018 06.45.13|team68|OP2|0|2
T_0029061|50003536|2018-09-16 05:04:04|16/09/2018 05:44:59|team30|OP1|0|3
T_0029062|50017074|2018-06-20 14:06:17|20/06/2018 14:53:53|team30|OP1|1|3
T_0029063|50000025|2018-10-19 20:23:56||team68|OP1|0|3
T_0029064|50020863|2018-12-09 16:33:55|09/12/2018 17:14:31|team28|OP1|1|3
T_0029065|50027273|2018-09-06 13:44:04|06/09/2018 14:37:20|team78|OP1|0|3
T_0029066|50005833|2018-02-05 21:17:22|05-02-2018 21.49.00|team48|OP2|0|3
T_0029067|50049009|2018-04-05 13:21:21|05-04-2018 14.02.34|team56|OP2|0|1
T_0029068|50027737|2018-10-03 17:35:45|03-10-2018 18.24.21|team48|OP2|1|3
T_0029069|50029983|2018-04-18 12:18:09|18/04/2018 12:59:11|team48|OP1|0|3
T_0029070|50031860|2018-01-14 03:46:40||team90|OP2|0|3
T_0029071|50047924|2018-12-08 17:29:28|08-12-2018 18.22.43|team28|OP2|0|3
T_0029072|50023240|2018-01-03 04:10:41|03-01-2018 04.46.51|team48|OP2|0|2
T_0029073|50026085|2018-04-21 19:13:14|21/04/2018 19:50:23|team90|OP1|1|3
T_0029074|50029986|2018-06-09 15:49:12|09/06/2018 16:40:13|team68|OP1|0|3
T_0029075|50031048|2018-11-30 08:25:23|30-11-2018 09.11.33|team30|OP2|0|3
T_0029076|50004564|2018-03-20 18:32:34||team48|OP2|1|3
T_0029077|50020078|2018-08-16 06:14:39|16-08-2018 06.57.24|team68|OP2|1|3
T_0029078|50006887|2018-10-29 05:10:27||team90|OP1|0|2
T_0029079|50028652|2018-10-22 10:19:31|22/10/2018 10:50:58|team90|OP1|0|1
T_0029080|50001840|2018-03-29 04:54:06|29/03/2018 05:41:18|team68|OP1|0|2
T_0029081|50044996|2018-07-13 04:31:21|13/07/2018 05:16:49|team30|OP1|0|3
T_0029082|50035663|2018-08-11 02:45:02|11-08-2018 03.36.30|team90|OP2|0|3
T_0029083|50006764|2018-10-01 08:05:20|01-10-2018 08.49.00|team56|OP2|0|2
T_0029084|50041248|2018-12-30 08:34:27|30-12-2018 09.31.53|team34|OP2|0|3
T_0029085|50006031|2018-09-26 11:51:10|26-09-2018 12.47.21|team30|OP2|0|3
T_0029086|50021628|2018-04-29 00:35:07|29/04/2018 01:13:56|team90|OP1|1|3
T_0029087|50003961|2018-02-18 09:12:29|18-02-2018 10.07.37|team78|OP2|0|1
T_0029088|50013393|2018-04-14 19:53:24|14/04/2018 20:32:06|team33|OP1|0|2
T_0029089|50039006|2018-10-16 09:57:19|16/10/2018 10:48:56|team48|OP1|0|2
T_0029090|50002901|2018-11-28 12:28:32|28-11-2018 13.08.47|team68|OP2|0|3
T_0029091|50007507|2018-02-01 20:39:18|01/02/2018 21:35:28|team34|OP1|1|3
T_0029092|50032821|2018-07-05 12:06:37|05-07-2018 12.57.56|team30|OP2|0|2
T_0029093|50041404|2018-05-12 13:23:25|12-05-2018 14.12.27|team90|OP2|0|2
T_0029094|50034610|2018-10-04 05:11:59|04/10/2018 06:07:10|team34|OP1|0|1
T_0029095|50016635|2018-01-30 06:40:42|30/01/2018 07:23:41|team48|OP1|0|3
T_0029096|50006244|2018-01-12 16:04:58|12-01-2018 16.58.04|team68|OP2|0|2
T_0029097|50006361|2018-03-07 06:47:02|07/03/2018 07:39:23|team56|OP1|0|2
T_0029098|50008214|2018-10-03 19:49:25|03-10-2018 20.26.40|team68|OP2|0|2
T_0029099|50007636|2018-05-09 23:17:56|10/05/2018 00:04:14|team30|OP1|0|3
T_0029100|50049577|2018-05-20 12:17:51|20-05-2018 13.16.10|team34|OP2|0|2
T_0029101|50018727|2018-07-25 00:18:19|25/07/2018 00:52:26|team90|OP1|1|3
T_0029102|50002627|2018-05-19 16:17:16|19-05-2018 16.57.36|team68|OP2|0|3
T_0029103|50046294|2018-12-01 10:34:34|01-12-2018 11.29.36|team68|OP2|0|2
T_0029104|50042243|2018-03-20 18:00:01|20-03-2018 18.56.27|team48|OP2|0|2
T_0029105|50043505|2018-07-12 20:12:40|12-07-2018 21.04.01|team90|OP2|0|3
T_0029106|50004140|2018-03-03 09:18:58|03-03-2018 10.02.37|team33|OP2|0|2
T_0029107|50003350|2018-09-15 15:20:08|15/09/2018 15:51:33|team30|OP1|0|2
T_0029108|50035225|2018-07-02 06:23:12|02-07-2018 07.14.19|team33|OP2|0|3
T_0029109|50006076|2018-03-20 02:03:11|20/03/2018 02:49:05|team78|OP1|0|3
T_0029110|50015238|2018-07-09 20:52:38|09-07-2018 21.34.07|team90|OP2|0|3
T_0029111|50030797|2018-09-06 22:25:24|06/09/2018 23:09:23|team56|OP1|0|2
T_0029112|50018210|2018-01-09 03:12:27||team56|OP1|0|3
T_0029113|50001491|2018-11-04 11:59:40|04/11/2018 12:34:51|team90|OP1|1|3
T_0029114|50038669|2018-07-14 17:32:28|14/07/2018 18:16:35|team33|OP1|1|3
T_0029115|50005620|2018-05-23 18:57:32||team33|OP1|0|3
T_0029116|50008818|2018-07-28 06:08:53|28-07-2018 06.47.20|team48|OP2|1|3
T_0029117|50037411|2018-09-12 21:27:32|12/09/2018 22:22:22|team34|OP1|0|2
T_0029118|50027722|2018-01-14 00:12:39|14-01-2018 00.45.23|team56|OP2|0|2
T_0029119|50008240|2018-01-15 10:47:30|15/01/2018 11:28:06|team48|OP1|0|3
T_0029120|50004267|2018-05-13 19:54:37|13-05-2018 20.37.59|team28|OP2|0|1
T_0029121|50011371|2018-09-21 19:25:56||team78|OP2|0|3
T_0029122|50006416|2018-06-01 04:32:53|01/06/2018 05:05:09|team28|OP1|1|3
T_0029123|50045619|2018-04-20 01:52:52|20-04-2018 02.34.01|team78|OP2|1|3
T_0029124|50048064|2018-02-16 01:00:45|16-02-2018 01.49.52|team33|OP2|0|3
T_0029125|50014276|2018-11-13 18:17:53|13/11/2018 19:14:28|team78|OP1|0|2
T_0029126|50002964|2018-04-07 08:16:55|07-04-2018 09.11.58|team33|OP2|0|2
T_0029127|50024119|2018-12-20 05:31:20|20-12-2018 06.19.31|team30|OP2|1|3
T_0029128|50030758|2018-09-29 13:17:37|29/09/2018 14:12:20|team90|OP1|1|3
T_0029129|50008643|2018-03-28 03:02:52|28/03/2018 03:49:11|team48|OP1|0|2
T_0029130|50010462|2018-03-05 01:49:42|05/03/2018 02:37:02|team68|OP1|1|3
T_0029131|50030106|2018-05-26 02:54:24|26/05/2018 03:49:02|team48|OP1|0|3
T_0029132|50034100|2018-02-26 09:54:46|26/02/2018 10:33:52|team48|OP1|0|3
T_0029133|50024293|2018-12-30 04:03:56|30/12/2018 04:58:28|team28|OP1|0|3
T_0029134|50040018|2018-11-25 07:55:21|25/11/2018 08:42:43|team56|OP1|0|2
T_0029135|50012689|2018-11-18 22:38:14|18-11-2018 23.10.22|team28|OP2|0|1
T_0029136|50007993|2018-01-23 16:58:10|23/01/2018 17:31:59|team28|OP1|0|2
T_0029137|50013319|2018-12-04 08:47:57|04/12/2018 09:35:33|team28|OP1|0|2
T_0029138|50028770|2018-06-27 10:56:17|27/06/2018 11:32:59|team34|OP1|0|3
T_0029139|50040585|2018-08-19 12:51:22|19/08/2018 13:26:07|team48|OP1|1|3
T_0029140|50001629|2018-01-05 00:53:55|05/01/2018 01:49:12|team90|OP1|0|2
T_0029141|50015699|2018-01-14 14:11:19|14-01-2018 14.45.26|team33|OP2|0|2
T_0029142|50033479|2018-06-08 00:36:04|08-06-2018 01.09.24|team68|OP2|1|3
T_0029143|50041092|2018-03-25 09:30:21|25-03-2018 10.06.29|team56|OP2|0|3
T_0029144|50043184|2018-03-01 05:48:47|01-03-2018 06.38.32|team33|OP2|1|3
T_0029145|50030082|2018-02-02 11:16:42|02-02-2018 12.13.13|team28|OP2|1|3
T_0029146|50028814|2018-09-09 15:51:32|09/09/2018 16:21:53|team78|OP1|0|2
T_0029147|50001468|2018-07-28 09:30:20|28/07/2018 10:17:27|team28|OP1|0|2
T_0029148|50017708|2018-12-25 07:09:59||team28|OP2|0|2
T_0029149|50025247|2018-12-15 18:58:42|15-12-2018 19.42.04|team34|OP2|0|3
T_0029150|50046219|2018-08-09 00:08:18|09-08-2018 00.57.37|team68|OP2|0|1
T_0029151|50013747|2018-07-12 05:13:42|12/07/2018 05:49:15|team56|OP1|0|3
T_0029152|50034469|2018-01-01 20:44:56|01-01-2018 21.41.36|team56|OP2|0|3
T_0029153|50023226|2018-06-14 07:39:47|14/06/2018 08:27:15|team56|OP1|0|2
T_0029154|50027337|2018-12-24 18:23:26|24/12/2018 18:56:10|team30|OP1|0|2
T_0029155|50049122|2018-12-30 22:32:08|30-12-2018 23.17.07|team34|OP2|0|2
T_0029156|50001434|2018-12-19 20:37:57|19/12/2018 21:14:02|team56|OP1|0|2
T_0029157|50027606|2018-07-19 00:10:28|19-07-2018 01.09.56|team48|OP2|0|2
T_0029158|50049278|2018-03-07 05:08:24|07-03-2018 05.56.10|team30|OP2|0|3
T_0029159|50048807|2018-07-30 16:01:55|30-07-2018 16.34.14|team33|OP2|1|3
T_0029160|50045499|2018-09-29 06:45:06|29/09/2018 07:39:22|team56|OP1|0|3
T_0029161|50021153|2018-02-20 18:55:21|20/02/2018 19:52:58|team56|OP1|1|3
T_0029162|50000017|2018-06-19 17:11:55|19-06-2018 17.49.07|team56|OP2|0|1
T_0029163|50039850|2018-08-19 05:26:43|19-08-2018 06.05.45|team30|OP2|0|1
T_0029164|50009763|2018-05-16 08:28:46|16/05/2018 09:11:33|team48|OP1|0|2
T_0029165|50040394|2018-08-20 07:25:25|20-08-2018 08.07.21|team30|OP2|0|2
T_0029166|50002275|2018-09-09 16:33:03||team68|OP1|0|3
T_0029167|50018736|2018-12-04 00:43:46|04/12/2018 01:23:20|team56|OP1|0|2
T_0029168|50033115|2018-04-03 01:38:33|03-04-2018 02.09.21|team78|OP2|0|1
T_0029169|50011777|2018-07-01 11:55:28|01/07/2018 12:42:01|team48|OP1|0|2
T_0029170|50048388|2018-07-15 22:37:55|15-07-2018 23.17.05|team90|OP2|1|3
T_0029171|50023107|2018-03-31 09:18:21||team30|OP2|1|3
T_0029172|50048125|2018-09-01 04:22:55||team68|OP1|0|2
T_0029173|50022875|2018-07-15 02:21:35|15/07/2018 02:53:28|team30|OP1|0|2
T_0029174|50001037|2018-12-22 07:08:10|22-12-2018 07.44.30|team30|OP2|0|3
T_0029175|50016307|2018-05-17 10:50:00|17/05/2018 11:46:47|team34|OP1|0|3
T_0029176|50005564|2018-04-28 11:04:52|28-04-2018 11.57.03|team48|OP2|0|3
T_0029177|50048006|2018-08-02 18:35:17|02/08/2018 19:07:42|team30|OP1|0|3
T_0029178|50023470|2018-10-27 17:15:34|27-10-2018 18.14.46|team30|OP2|0|3
T_0029179|50027945|2018-06-04 15:59:23||team78|OP1|0|1
T_0029180|50026504|2018-12-14 14:11:32|14/12/2018 15:02:02|team78|OP1|0|3
T_0029181|50009898|2018-04-14 15:07:46|14-04-2018 15.53.18|team48|OP2|0|3
T_0029182|50026239|2018-07-09 12:18:20|09/07/2018 13:10:30|team34|OP1|1|3
T_0029183|50030667|2018-10-03 18:38:06|03-10-2018 19.15.55|team28|OP2|0|2
T_0029184|50024979|2018-04-23 18:20:56|23-04-2018 18.57.33|team78|OP2|0|2
T_0029185|50000891|2018-02-03 05:51:48|03/02/2018 06:47:45|team30|OP1|0|2
T_0029186|50026107|2018-11-29 07:52:11|29-11-2018 08.22.56|team90|OP2|1|3
T_0029187|50038904|2018-10-23 04:05:01|23/10/2018 04:45:54|team78|OP1|0|3
T_0029188|50042312|2018-09-10 06:01:20|10/09/2018 06:36:06|team30|OP1|0|3
T_0029189|50043093|2018-05-02 22:07:38|02-05-2018 22.50.13|team56|OP2|0|3
T_0029190|50010634|2018-09-14 19:31:12|14-09-2018 20.22.55|team34|OP2|0|1
T_0029191|50024096|2018-07-12 18:14:12|12/07/2018 19:10:42|team90|OP1|0|2
T_0029192|50027439|2018-01-09 21:49:00|09/01/2018 22:40:53|team78|OP1|0|3
T_0029193|50034347|2018-03-20 02:14:25|20-03-2018 02.48.09|team56|OP2|0|2
T_0029194|50027167|2018-06-30 19:45:51|30/06/2018 20:24:42|team90|OP1|0|2
T_0029195|50013972|2018-12-09 17:52:28|09-12-2018 18.41.07|team28|OP2|0|2
T_0029196|50036944|2018-05-24 04:09:36|24-05-2018 04.43.17|team33|OP2|0|2
T_0029197|50036185|2018-06-29 01:00:41|29/06/2018 01:47:13|team78|OP1|0|3
T_0029198|50009467|2018-09-11 13:05:10|11/09/2018 13:45:59|team33|OP1|0|2
T_0029199|50011196|2018-11-04 08:50:51|04-11-2018 09.26.20|team68|OP2|0|2
T_0029200|50009613|2018-12-13 06:59:42|13/12/2018 07:30:51|team56|OP1|0|2
T_0029201|50004242|2018-06-04 19:45:49|04-06-2018 20.19.03|team30|OP2|0|2
T_0029202|50003839|2018-08-07 12:44:48|07-08-2018 13.37.16|team78|OP2|0|1
T_0029203|50034465|2018-02-19 17:22:42|19-02-2018 18.10.23|team33|OP2|0|2
T_0029204|50038163|2018-12-01 07:24:01|01-12-2018 08.10.23|team28|OP2|0|3
T_0029205|50044280|2018-08-31 16:38:32|31-08-2018 17.12.04|team34|OP2|0|2
T_0029206|50023091|2018-07-10 06:15:15|10-07-2018 06.59.35|team28|OP2|0|1
T_0029207|50029517|2018-10-16 09:02:20|16/10/2018 09:53:02|team48|OP1|1|3
T_0029208|50037957|2018-06-01 07:53:59|01-06-2018 08.38.03|team33|OP2|0|3
T_0029209|50014424|2018-11-21 20:59:37||team34|OP1|1|3
T_0029210|50025319|2018-06-29 06:02:58|29/06/2018 06:38:55|team28|OP1|0|3
T_0029211|50035805|2018-05-14 08:07:05|14/05/2018 08:59:57|team33|OP1|1|3
T_0029212|50009737|2018-02-20 12:27:56|20-02-2018 13.27.29|team56|OP2|0|1
T_0029213|50043392|2018-10-12 01:46:37||team68|OP2|0|3
T_0029214|50040873|2018-03-30 03:39:54|30-03-2018 04.37.10|team56|OP2|0|2
T_0029215|50022229|2018-05-13 10:02:27|13-05-2018 10.34.36|team56|OP2|1|3
T_0029216|50000967|2018-01-23 23:09:33||team48|OP2|0|3
T_0029217|50020748|2018-03-25 21:55:45|25/03/2018 22:54:33|team33|OP1|0|3
T_0029218|50019164|2018-11-11 06:41:39|11/11/2018 07:23:30|team68|OP1|0|3
T_0029219|50010690|2018-03-28 04:47:08|28-03-2018 05.44.52|team48|OP2|0|3
T_0029220|50001633|2018-10-30 08:53:25|30/10/2018 09:49:59|team33|OP1|1|3
T_0029221|50040334|2018-07-09 03:55:27|09-07-2018 04.26.42|team33|OP2|0|3
T_0029222|50049250|2018-05-31 18:13:55|31/05/2018 18:55:13|team33|OP1|0|2
T_0029223|50035120|2018-01-17 09:54:48|17/01/2018 10:40:15|team33|OP1|0|3
T_0029224|50014811|2018-06-16 04:29:42|16-06-2018 05.21.33|team28|OP2|0|2
T_0029225|50024829|2018-06-09 15:16:47|09/06/2018 15:59:19|team56|OP1|0|2
T_0029226|50038184|2018-08-21 04:31:33|21-08-2018 05.02.25|team68|OP2|0|3
T_0029227|50035935|2018-09-13 22:24:38|13/09/2018 23:08:14|team30|OP1|1|3
T_0029228|50006051|2018-06-06 05:02:38|06/06/2018 05:58:50|team68|OP1|0|3
T_0029229|50037724|2018-01-19 10:00:08|19-01-2018 10.54.42|team33|OP2|0|2
T_0029230|50037611|2018-05-23 04:19:08|23/05/2018 05:00:02|team68|OP1|1|3
T_0029231|50020643|2018-08-24 03:46:47|24/08/2018 04:34:34|team78|OP1|0|3
T_0029232|50035810|2018-04-14 02:22:49||team33|OP2|0|3
T_0029233|50045228|2018-09-30 18:07:07|30-09-2018 18.50.03|team56|OP2|0|3
T_0029234|50007424|2018-08-16 22:17:11|16/08/2018 23:00:38|team34|OP1|1|3
T_0029235|50026712|2018-11-17 05:09:55||team28|OP1|1|3
T_0029236|50014058|2018-02-08 20:49:53|08/02/2018 21:23:32|team48|OP1|0|2
T_0029237|50034191|2018-08-10 01:42:03||team28|OP2|0|3
T_0029238|50020093|2018-01-22 16:07:40|22/01/2018 16:53:16|team48|OP1|0|2
T_0029239|50036228|2018-05-31 17:25:36|31-05-2018 18.23.34|team56|OP2|1|3
T_0029240|50042155|2018-12-18 07:24:20|18-12-2018 07.55.54|team48|OP2|0|2
T_0029241|50018508|2018-05-30 15:10:47|30-05-2018 16.04.29|team30|OP2|0|2
T_0029242|50048171|2018-09-06 18:21:30|06-09-2018 19.02.03|team33|OP2|0|2
T_0029243|50047638|2018-06-20 09:14:38|20-06-2018 10.07.21|team34|OP2|0|3
T_0029244|50012868|2018-05-05 05:02:24|05/05/2018 05:43:36|team30|OP1|0|2
T_0029245|50047420|2018-04-16 23:02:23|17/04/2018 00:00:36|team28|OP1|1|3
T_0029246|50023904|2018-07-15 08:35:23|15-07-2018 09.09.21|team48|OP2|1|3
T_0029247|50001657|2018-11-09 06:41:42||team56|OP1|0|2
T_0029248|50036026|2018-08-07 16:48:35||team78|OP1|0|3
T_0029249|50034105|2018-06-12 08:33:36|12/06/2018 09:15:44|team90|OP1|0|2
T_0029250|50020407|2018-06-08 19:37:42|08/06/2018 20:19:02|team34|OP1|1|3
T_0029251|50028822|2018-09-14 04:26:15|14/09/2018 04:56:30|team90|OP1|0|1
T_0029252|50025840|2018-09-19 21:16:22|19/09/2018 22:05:25|team90|OP1|1|3
T_0029253|50039161|2018-04-20 11:53:59|20-04-2018 12.43.09|team34|OP2|0|2
T_0029254|50013992|2018-11-15 09:16:30|15-11-2018 09.58.39|team90|OP2|0|1
T_0029255|50014290|2018-01-07 11:56:12||team90|OP1|1|3
T_0029256|50012240|2018-12-04 02:13:42|04-12-2018 02.51.49|team90|OP2|0|2
T_0029257|50017217|2018-06-29 05:11:08|29-06-2018 05.53.10|team33|OP2|0|3
T_0029258|50016945|2018-09-06 05:43:37|06-09-2018 06.30.28|team56|OP2|0|2
T_0029259|50021497|2018-04-23 17:27:42||team78|OP1|0|2
T_0029260|50019343|2018-12-10 23:44:00|11-12-2018 00.26.30|team78|OP2|0|2
T_0029261|50012473|2018-09-04 23:06:38||team33|OP1|0|1
T_0029262|50027196|2018-04-30 12:32:04|30-04-2018 13.30.55|team48|OP2|0|1
T_0029263|50023312|2018-12-10 14:07:31|10-12-2018 14.49.21|team30|OP2|0|2
T_0029264|50038107|2018-01-16 00:17:27|16-01-2018 01.15.12|team56|OP2|0|2
T_0029265|50000131|2018-06-03 04:08:51|03-06-2018 04.54.20|team56|OP2|0|2
T_0029266|50032185|2018-02-08 00:27:47|08-02-2018 01.06.47|team30|OP2|0|2
T_0029267|50016904|2018-04-20 22:27:57|20/04/2018 23:17:57|team68|OP1|0|3
T_0029268|50037788|2018-06-29 04:35:47|29/06/2018 05:11:15|team78|OP1|0|2
T_0029269|50023722|2018-08-28 02:54:36||team30|OP2|0|2
T_0029270|50005386|2018-03-21 20:10:14|21/03/2018 20:44:30|team56|OP1|0|2
T_0029271|50013291|2018-02-19 03:03:59|19-02-2018 03.36.33|team28|OP2|0|2
T_0029272|50005852|2018-08-02 04:44:50|02/08/2018 05:39:57|team56|OP1|0|2
T_0029273|50023618|2018-12-10 06:56:39|10/12/2018 07:28:16|team30|OP1|0|2
T_0029274|50028963|2018-11-05 02:39:54|05/11/2018 03:12:55|team68|OP1|0|2
T_0029275|50049652|2018-11-30 05:01:35|30/11/2018 05:48:15|team90|OP1|0|3
T_0029276|50000947|2018-05-10 13:11:17||team78|OP1|0|3
T_0029277|50034581|2018-10-27 21:34:28|27/10/2018 22:19:33|team34|OP1|1|3
T_0029278|50032035|2018-06-24 21:14:49|24-06-2018 21.50.04|team68|OP2|0|3
T_0029279|50041620|2018-04-19 15:41:08|19-04-2018 16.12.43|team34|OP2|0|2
T_0029280|50045897|2018-07-08 07:23:03|08/07/2018 07:56:04|team30|OP1|1|3
T_0029281|50040552|2018-04-01 08:59:00|01/04/2018 09:56:36|team48|OP1|1|3
T_0029282|50039814|2018-09-08 01:47:06|08/09/2018 02:21:25|team34|OP1|0|2
T_0029283|50028312|2018-07-18 12:19:12|18-07-2018 13.06.21|team34|OP2|1|3
T_0029284|50026495|2018-03-25 11:38:16|25/03/2018 12:30:35|team68|OP1|1|3
T_0029285|50017052|2018-02-05 19:17:28|05/02/2018 19:53:26|team78|OP1|0|2
T_0029286|50013907|2018-07-02 12:55:25|02/07/2018 13:45:23|team33|OP1|0|3
T_0029287|50000972|2018-10-26 21:08:45|26-10-2018 21.41.52|team30|OP2|0|1
T_0029288|50004474|2018-11-27 23:52:38|28/11/2018 00:51:07|team78|OP1|0|2
T_0029289|50027285|2018-04-16 12:57:28|16-04-2018 13.47.24|team56|OP2|0|2
T_0029290|50022046|2018-03-20 14:43:57|20-03-2018 15.28.44|team78|OP2|0|3
T_0029291|50043773|2018-04-17 04:43:36|17/04/2018 05:39:30|team68|OP1|0|3
T_0029292|50031252|2018-11-24 16:37:40|24-11-2018 17.20.26|team28|OP2|0|3
T_0029293|50000853|2018-06-23 16:40:32|23/06/2018 17:24:43|team28|OP1|0|1
T_0029294|50039757|2018-01-20 12:57:06|20/01/2018 13:48:26|team90|OP1|0|2
T_0029295|50014139|2018-04-21 02:21:15||team33|OP2|0|1
T_0029296|50038520|2018-11-15 00:29:42||team33|OP2|1|3
T_0029297|50037670|2018-07-08 18:28:46|08/07/2018 19:26:12|team34|OP1|0|1
T_0029298|50005684|2018-04-25 16:43:15|25/04/2018 17:30:27|team33|OP1|1|3
T_0029299|50003660|2018-09-21 19:31:33|21-09-2018 20.11.01|team28|OP2|1|3
T_0029300|50036701|2018-11-01 11:11:14|01/11/2018 11:48:14|team33|OP1|0|1
T_0029301|50004508|2018-01-06 01:00:32|06/01/2018 01:52:42|team68|OP1|0|1
T_0029302|50044804|2018-08-01 07:06:08|01/08/2018 07:58:59|team68|OP1|1|3
T_0029303|50033935|2018-03-16 07:32:19||team90|OP2|0|2
T_0029304|50032832|2018-07-01 09:38:29|01/07/2018 10:27:11|team33|OP1|0|2
T_0029305|50000743|2018-08-23 01:43:08|23-08-2018 02.17.18|team28|OP2|1|3
T_0029306|50049493|2018-11-03 20:13:10|03/11/2018 21:05:20|team56|OP1|0|3
T_0029307|50018406|2018-11-15 04:16:07||team34|OP1|0|1
T_0029308|50029757|2018-12-16 21:03:49|16/12/2018 21:37:15|team90|OP1|0|2
T_0029309|50033145|2018-02-04 16:56:03|04/02/2018 17:47:13|team33|OP1|0|2
T_0029310|50035130|2018-04-29 13:06:22||team90|OP1|1|3
T_0029311|50015671|2018-02-12 15:06:10|12/02/2018 16:04:05|team48|OP1|0|2
T_0029312|50049284|2018-08-15 07:24:21|15-08-2018 08.23.02|team33|OP2|0|2
T_0029313|50005757|2018-05-02 18:53:54|02-05-2018 19.50.59|team78|OP2|0|1
T_0029314|50024140|2018-08-24 18:25:29|24-08-2018 19.08.27|team90|OP2|0|2
T_0029315|50043474|2018-09-10 00:27:44|10-09-2018 00.59.04|team78|OP2|0|1
T_0029316|50011626|2018-07-27 14:28:24|27-07-2018 15.13.01|team34|OP2|1|3
T_0029317|50016022|2018-10-16 00:07:02|16-10-2018 00.51.27|team28|OP2|0|3
T_0029318|50003301|2018-09-05 20:19:48|05-09-2018 21.04.52|team28|OP2|0|2
T_0029319|50037529|2018-01-13 12:07:00|13-01-2018 12.41.22|team48|OP2|0|1
T_0029320|50002371|2018-11-17 02:56:59|17/11/2018 03:40:48|team33|OP1|0|2
T_0029321|50023897|2018-05-31 21:20:48|31/05/2018 22:15:40|team68|OP1|0|2
T_0029322|50048991|2018-02-06 19:35:16|06/02/2018 20:13:05|team90|OP1|0|3
T_0029323|50031649|2018-05-13 13:15:21|13/05/2018 13:51:10|team34|OP1|0|3
T_0029324|50009225|2018-10-22 19:44:26|22/10/2018 20:30:24|team68|OP1|0|2
T_0029325|50047912|2018-11-04 16:37:35|04/11/2018 17:16:58|team33|OP1|1|3
T_0029326|50028745|2018-06-20 03:14:48|20-06-2018 03.48.14|team34|OP2|1|3
T_0029327|50010841|2018-08-02 11:54:23|02/08/2018 12:49:42|team56|OP1|0|3
T_0029328|50012519|2018-10-05 07:56:24|05-10-2018 08.30.43|team90|OP2|0|1
T_0029329|50014812|2018-02-17 08:33:23|17/02/2018 09:10:33|team30|OP1|0|3
T_0029330|50012658|2018-07-26 13:19:51|26/07/2018 14:01:54|team90|OP1|0|2
T_0029331|50019046|2018-06-18 16:08:28|18/06/2018 16:50:21|team30|OP1|0|2
T_0029332|50019407|2018-12-19 12:12:57|19-12-2018 12.50.42|team68|OP2|0|2
T_0029333|50028498|2018-01-05 15:05:31||team90|OP1|0|2
T_0029334|50020159|2018-12-04 16:28:28||team34|OP2|0|3
T_0029335|50015079|2018-02-05 13:09:14|05-02-2018 13.42.29|team90|OP2|0|1
T_0029336|50008978|2018-09-20 07:38:13|20-09-2018 08.26.26|team90|OP2|0|3
T_0029337|50021331|2018-09-16 01:12:29|16-09-2018 01.54.43|team78|OP2|0|2
T_0029338|50023261|2018-08-30 16:30:46|30-08-2018 17.01.25|team90|OP2|0|2
T_0029339|50001785|2018-11-29 13:21:11|29/11/2018 14:16:00|team90|OP1|0|3
T_0029340|50021527|2018-01-21 03:03:20|21/01/2018 04:03:04|team78|OP1|1|3
T_0029341|50024372|2018-05-04 15:06:46|04/05/2018 15:54:15|team33|OP1|0|1
T_0029342|50049314|2018-11-26 12:49:16|26/11/2018 13:28:52|team48|OP1|1|3
T_0029343|50005151|2018-07-07 13:25:23|07-07-2018 14.21.19|team33|OP2|1|3
T_0029344|50044988|2018-11-12 22:09:28|12/11/2018 23:03:22|team78|OP1|0|2
T_0029345|50012633|2018-12-26 19:31:32|26/12/2018 20:02:05|team90|OP1|1|3
T_0029346|50036471|2018-03-22 18:45:24|22/03/2018 19:44:05|team90|OP1|0|3
T_0029347|50042504|2018-02-02 12:45:16|02-02-2018 13.29.59|team48|OP2|1|3
T_0029348|50035256|2018-02-05 03:56:07|05-02-2018 04.26.21|team48|OP2|1|3
T_0029349|50031261|2018-01-29 02:38:44|29/01/2018 03:32:09|team34|OP1|0|2
T_0029350|50018321|2018-11-26 00:20:40|26-11-2018 00.57.28|team78|OP2|0|2
T_0029351|50027231|2018-07-13 10:49:53|13-07-2018 11.24.42|team90|OP2|0|2
T_0029352|50024847|2018-06-04 17:39:21|04/06/2018 18:34:18|team56|OP1|0|1
T_0029353|50010986|2018-06-07 12:00:34|07-06-2018 12.56.31|team48|OP2|0|3
T_0029354|50011910|2018-10-09 13:53:30|09-10-2018 14.32.43|team34|OP2|0|3
T_0029355|50025457|2018-05-03 19:06:53|03-05-2018 19.39.24|team30|OP2|1|3
T_0029356|50002627|2018-05-19 16:38:21|19-05-2018 17.38.05|team78|OP2|0|2
T_0029357|50044078|2018-12-13 00:08:13|13/12/2018 00:59:08|team30|OP1|0|3
T_0029358|50016146|2018-12-20 13:40:25|20-12-2018 14.38.55|team34|OP2|0|3
T_0029359|50011435|2018-06-28 07:18:38|28-06-2018 07.59.01|team56|OP2|0|2
